Date,Close
3/26/2020 15:30:00,279.05
3/27/2020 15:30:00,284.75
3/30/2020 15:30:00,281.4
3/31/2020 15:30:00,294.85
4/1/2020 15:30:00,280
4/3/2020 15:30:00,267.15
4/7/2020 15:30:00,284.55
4/8/2020 15:30:00,294.4
4/9/2020 15:30:00,309.05
4/13/2020 15:30:00,305.05
4/15/2020 15:30:00,315.65
4/16/2020 15:30:00,324.05
4/17/2020 15:30:00,324.5
4/20/2020 15:30:00,324.7
4/21/2020 15:30:00,312.4
4/22/2020 15:30:00,330.15
4/23/2020 15:30:00,329.95
4/24/2020 15:30:00,326.1
4/27/2020 15:30:00,349.35
4/28/2020 15:30:00,342.9
4/29/2020 15:30:00,354
4/30/2020 15:30:00,351.6
5/4/2020 15:30:00,334.95
5/5/2020 15:30:00,329.5
5/6/2020 15:30:00,335.55
5/7/2020 15:30:00,341.3
5/8/2020 15:30:00,348.75
5/11/2020 15:30:00,355
5/12/2020 15:30:00,358.7
5/13/2020 15:30:00,356.35
5/14/2020 15:30:00,362.8
5/15/2020 15:30:00,352.2
5/18/2020 15:30:00,347.1
5/19/2020 15:30:00,358.05
5/20/2020 15:30:00,360.75
5/21/2020 15:30:00,360.3
5/22/2020 15:30:00,362.45
5/26/2020 15:30:00,371.95
5/27/2020 15:30:00,368.55
5/28/2020 15:30:00,371.15
5/29/2020 15:30:00,366.9
6/1/2020 15:30:00,362.85
6/2/2020 15:30:00,367.45
6/3/2020 15:30:00,366.65
6/4/2020 15:30:00,381.5
6/5/2020 15:30:00,379.75
6/8/2020 15:30:00,379.45
6/9/2020 15:30:00,384.25
6/10/2020 15:30:00,384.65
6/11/2020 15:30:00,375.8
6/12/2020 15:30:00,371
6/15/2020 15:30:00,370
6/16/2020 15:30:00,369.05
6/17/2020 15:30:00,369.6
6/18/2020 15:30:00,372.15
6/19/2020 15:30:00,377.3
6/22/2020 15:30:00,381.1
6/23/2020 15:30:00,390.85
6/24/2020 15:30:00,383.1
6/25/2020 15:30:00,384
6/26/2020 15:30:00,385.65
6/29/2020 15:30:00,386.55
6/30/2020 15:30:00,387.45
7/1/2020 15:30:00,384.5
7/2/2020 15:30:00,390.8
7/3/2020 15:30:00,396.45
7/6/2020 15:30:00,405.7
7/7/2020 15:30:00,412.7
7/8/2020 15:30:00,432.4
7/9/2020 15:30:00,433.35
7/10/2020 15:30:00,430.1
7/13/2020 15:30:00,424.45
7/14/2020 15:30:00,419.35
7/15/2020 15:30:00,413.05
7/16/2020 15:30:00,410.3
7/17/2020 15:30:00,423
7/20/2020 15:30:00,423.1
7/21/2020 15:30:00,409.45
7/22/2020 15:30:00,407
7/23/2020 15:30:00,404.4
7/24/2020 15:30:00,408.45
7/27/2020 15:30:00,408.45
7/28/2020 15:30:00,413.05
7/29/2020 15:30:00,427.7
7/30/2020 15:30:00,424.9
7/31/2020 15:30:00,428.05
8/3/2020 15:30:00,434.1
8/4/2020 15:30:00,449.75
8/5/2020 15:30:00,447.6
8/6/2020 15:30:00,484.75
8/7/2020 15:30:00,518.6
8/10/2020 15:30:00,520.3
8/11/2020 15:30:00,515.9
8/12/2020 15:30:00,517.55
8/13/2020 15:30:00,539.05
8/14/2020 15:30:00,537.5
8/17/2020 15:30:00,543.75
8/18/2020 15:30:00,545.75
8/19/2020 15:30:00,548.2
8/20/2020 15:30:00,549.25
8/21/2020 15:30:00,545.8
8/24/2020 15:30:00,545.55
8/25/2020 15:30:00,545.55
8/26/2020 15:30:00,549.15
8/27/2020 15:30:00,544.65
8/28/2020 15:30:00,547.05
8/31/2020 15:30:00,532.35
9/1/2020 15:30:00,548.5
9/2/2020 15:30:00,549.85
9/3/2020 15:30:00,578.5
9/4/2020 15:30:00,569.05
9/7/2020 15:30:00,545.3
9/8/2020 15:30:00,538.35
9/9/2020 15:30:00,534.75
9/10/2020 15:30:00,546.55
9/11/2020 15:30:00,548.4
9/14/2020 15:30:00,546.5
9/15/2020 15:30:00,542.35
9/16/2020 15:30:00,542.4
9/17/2020 15:30:00,548.3
9/18/2020 15:30:00,540.6
9/21/2020 15:30:00,507.75
9/22/2020 15:30:00,504.4
9/23/2020 15:30:00,493.55
9/24/2020 15:30:00,488.65
9/25/2020 15:30:00,509.8
9/28/2020 15:30:00,517
9/29/2020 15:30:00,503.25
9/30/2020 15:30:00,499.95
10/1/2020 15:30:00,509.1
10/5/2020 15:30:00,503.55
10/6/2020 15:30:00,505.6
10/7/2020 15:30:00,505.05
10/8/2020 15:30:00,488.25
10/9/2020 15:30:00,471.25
10/12/2020 15:30:00,474.7
10/13/2020 15:30:00,468.95
10/14/2020 15:30:00,489.8
10/15/2020 15:30:00,474.1
10/16/2020 15:30:00,477.1
10/19/2020 15:30:00,475.85
10/20/2020 15:30:00,477.9
10/21/2020 15:30:00,465.3
10/22/2020 15:30:00,466.2
10/23/2020 15:30:00,472.8
10/26/2020 15:30:00,476.95
10/27/2020 15:30:00,498.75
10/28/2020 15:30:00,492.85
10/29/2020 15:30:00,492
10/30/2020 15:30:00,492.85
11/2/2020 15:30:00,493.75
11/3/2020 15:30:00,489.5
11/4/2020 15:30:00,492.75
11/5/2020 15:30:00,506.45
11/6/2020 15:30:00,504.2
11/9/2020 15:30:00,509.85
11/10/2020 15:30:00,498.4
11/11/2020 15:30:00,503.45
11/12/2020 15:30:00,508.75
11/13/2020 15:30:00,513.25
11/17/2020 15:30:00,518.3
11/18/2020 15:30:00,516.9
11/19/2020 15:30:00,515.6
11/20/2020 15:30:00,519.05
11/23/2020 15:30:00,521.65
11/24/2020 15:30:00,526.85
11/25/2020 15:30:00,514.8
11/26/2020 15:30:00,519.85
11/27/2020 15:30:00,538
12/1/2020 15:30:00,529.3
12/2/2020 15:30:00,539.25
12/3/2020 15:30:00,550.4
12/4/2020 15:30:00,563.5
12/7/2020 15:30:00,567.85
12/8/2020 15:30:00,562.75
12/9/2020 15:30:00,565.5
12/10/2020 15:30:00,579.9
12/11/2020 15:30:00,576.4
12/14/2020 15:30:00,577
12/15/2020 15:30:00,571.3
12/16/2020 15:30:00,583.6
12/17/2020 15:30:00,577.3
12/18/2020 15:30:00,573.55
12/21/2020 15:30:00,562.75
12/22/2020 15:30:00,576
12/23/2020 15:30:00,605.3
12/24/2020 15:30:00,601
12/28/2020 15:30:00,602.45
12/29/2020 15:30:00,598.6
12/30/2020 15:30:00,594.35
12/31/2020 15:30:00,589.9
1/1/2021 15:30:00,601.5
1/4/2021 15:30:00,604
1/5/2021 15:30:00,609.55
1/6/2021 15:30:00,604.95
1/7/2021 15:30:00,600.85
1/8/2021 15:30:00,609.55
1/11/2021 15:30:00,629
1/12/2021 15:30:00,624.3
1/13/2021 15:30:00,620.4
1/14/2021 15:30:00,614
1/15/2021 15:30:00,602.4
1/18/2021 15:30:00,584.75
1/19/2021 15:30:00,582.7
1/20/2021 15:30:00,596.65
1/21/2021 15:30:00,595.25
1/22/2021 15:30:00,584.75
1/25/2021 15:30:00,573.6
1/27/2021 15:30:00,572.65
1/28/2021 15:30:00,564.6
1/29/2021 15:30:00,559.8
2/1/2021 15:30:00,584.15
2/2/2021 15:30:00,575.35
2/3/2021 15:30:00,580.15
2/4/2021 15:30:00,588.05
2/5/2021 15:30:00,592.5
2/8/2021 15:30:00,597.1
2/9/2021 15:30:00,598.7
2/10/2021 15:30:00,600.75
2/11/2021 15:30:00,610.35
2/12/2021 15:30:00,607.5
2/15/2021 15:30:00,623.1
2/16/2021 15:30:00,628.35
2/17/2021 15:30:00,632.15
2/18/2021 15:30:00,624
2/19/2021 15:30:00,616.95
2/22/2021 15:30:00,618.3
2/23/2021 15:30:00,627.5
2/24/2021 15:30:00,625.95
2/25/2021 15:30:00,628.5
2/26/2021 15:30:00,609.15
3/1/2021 15:30:00,624.55
3/2/2021 15:30:00,632.35
3/3/2021 15:30:00,636.9
3/4/2021 15:30:00,631.1
3/5/2021 15:30:00,622.65
3/8/2021 15:30:00,616.05
3/9/2021 15:30:00,611.7
3/10/2021 15:30:00,620.95
3/12/2021 15:30:00,615.25
3/15/2021 15:30:00,607.65
3/16/2021 15:30:00,610.65
3/17/2021 15:30:00,603.35
3/18/2021 15:30:00,594.9
3/19/2021 15:30:00,600.25
3/22/2021 15:30:00,620.55
3/23/2021 15:30:00,634.1
3/24/2021 15:30:00,629.1
3/25/2021 15:30:00,614.85
3/26/2021 15:30:00,628.3
3/30/2021 15:30:00,628.9
3/31/2021 15:30:00,638.9
4/1/2021 15:30:00,650.15
4/5/2021 15:30:00,644.95
4/6/2021 15:30:00,674.55
4/7/2021 15:30:00,665.75
4/8/2021 15:30:00,670.7
4/9/2021 15:30:00,679.8
4/12/2021 15:30:00,655.6
4/13/2021 15:30:00,663.95
4/15/2021 15:30:00,659.3
4/16/2021 15:30:00,671.3
4/19/2021 15:30:00,664.1
4/20/2021 15:30:00,680.1
4/22/2021 15:30:00,665.5
4/23/2021 15:30:00,664.6
4/26/2021 15:30:00,670.2
4/27/2021 15:30:00,673.7
4/28/2021 15:30:00,677.15
4/29/2021 15:30:00,671.85
4/30/2021 15:30:00,669.5
5/3/2021 15:30:00,677.1
5/4/2021 15:30:00,645.25
5/5/2021 15:30:00,649.05
5/6/2021 15:30:00,653.1
5/7/2021 15:30:00,629
5/10/2021 15:30:00,633.15
5/11/2021 15:30:00,641.6
5/12/2021 15:30:00,640.05
5/14/2021 15:30:00,645.15
5/17/2021 15:30:00,653.3
5/18/2021 15:30:00,653
5/19/2021 15:30:00,653.2
5/20/2021 15:30:00,644.9
5/21/2021 15:30:00,649.7
5/24/2021 15:30:00,640.1
5/25/2021 15:30:00,649.95
5/26/2021 15:30:00,641.9
5/27/2021 15:30:00,648.55
5/28/2021 15:30:00,654.95
5/31/2021 15:30:00,663.85
6/1/2021 15:30:00,665.8
6/2/2021 15:30:00,673.55
6/3/2021 15:30:00,680
6/4/2021 15:30:00,686.95
6/7/2021 15:30:00,699.95
6/8/2021 15:30:00,710.45
6/9/2021 15:30:00,702.85
6/10/2021 15:30:00,707.7
6/11/2021 15:30:00,715.4
6/14/2021 15:30:00,714.75
6/15/2021 15:30:00,719.5
6/16/2021 15:30:00,735.9
6/17/2021 15:30:00,745
6/18/2021 15:30:00,739.8
6/21/2021 15:30:00,742.55
6/22/2021 15:30:00,756.7
6/23/2021 15:30:00,757.85
6/24/2021 15:30:00,757.45
6/25/2021 15:30:00,757.6
6/28/2021 15:30:00,765.65
6/29/2021 15:30:00,758.05
6/30/2021 15:30:00,754.4
7/1/2021 15:30:00,756.05
7/2/2021 15:30:00,763.6
7/5/2021 15:30:00,766.3
7/6/2021 15:30:00,762.6
7/7/2021 15:30:00,763.05
7/8/2021 15:30:00,763.3
7/9/2021 15:30:00,765.95
7/12/2021 15:30:00,775.9
7/13/2021 15:30:00,772.85
7/14/2021 15:30:00,768.2
7/15/2021 15:30:00,772.35
7/16/2021 15:30:00,763
7/19/2021 15:30:00,765.55
7/20/2021 15:30:00,757.1
7/22/2021 15:30:00,764.2
7/23/2021 15:30:00,775.15
7/26/2021 15:30:00,776.35
7/27/2021 15:30:00,769.75
7/28/2021 15:30:00,754.9
7/29/2021 15:30:00,751.2
7/30/2021 15:30:00,756.25
8/2/2021 15:30:00,759.55
8/3/2021 15:30:00,767.65
8/4/2021 15:30:00,758.75
8/5/2021 15:30:00,768.35
8/6/2021 15:30:00,781.35
8/9/2021 15:30:00,764.85
8/10/2021 15:30:00,771.9
8/11/2021 15:30:00,765
